row_index,url,status,reason,source_file
187,https://stockcake.com/i/misty-autumn-path_266316_52763,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\a2cee9043f30d1d73e9e583d6d6f3505.jpg',2938366-1210123.csv
188,https://unsplash.com/photos/silhouette-of-trees-near-aurora-borealis-at-night-62V7ntlKgL8,download_failed,HTTP Error 403: Forbidden,2938366-1210123.csv
234,https://travel.usnews.com/images/Christ_the_Redeemer_Rio_Getty_Christian_Adams.jpg,download_failed,The read operation timed out,2934259-1210574.csv
254,https://images.unsplash.com/photo-1572252009286-268acec5ca0a,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\6e86a877293cb71c764aa49315b46b8c.jpg',2938113-1210618.csv
256,https://images.unsplash.com/photo-1524492412937-b28074a5d7da,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\c76bc67f7b9f63f35a799e10f342e145.jpg',2938113-1210618.csv
259,https://res.cloudinary.com/icelandtours/g_auto,download_failed,HTTP Error 404: Not Found,2938061-1210640.csv
267,https://res.cloudinary.com/aenetworks/image/upload/c_fill,download_failed,HTTP Error 404: Not Found,2938061-1210640.csv
270,https://upload.wikimedia.org/wikipedia/commons/c/c7/Cattedrale_di_Santa_Maria_del_Fiore_%E2%80%93_Il_Duomo_di_Firenze.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
271,https://upload.wikimedia.org/wikipedia/commons/b/bb/Machu_Picchu%2C_2023_%28012%29.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
272,https://upload.wikimedia.org/wikipedia/commons/7/72/Ahu_Tongariki.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
273,https://upload.wikimedia.org/wikipedia/commons/8/81/Hungarian_Parliament_Building_%28Night%29_by_AKW.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
275,https://upload.wikimedia.org/wikipedia/commons/0/0d/WalesC0047.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
276,https://upload.wikimedia.org/wikipedia/commons/5/51/Chichen_Itza_3.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
277,https://upload.wikimedia.org/wikipedia/commons/c/c1/Himeji_castle_in_may_2015.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2935696-1210784.csv
281,https://www.travelure.in/wp-content/uploads/2015/09/Jumping-into-the-Mediterranean-2_1.jpg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\Jumping-into-the-Mediterranean-2_1.jpg',2938343-1210904.csv
319,https://drive.google.com/file/d/1-YIfWr6_eykApZ0Q7FlYh8k6o2YOi58B/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\bbbfab90ca5f8cd5688ae915b6163fd6.jpg',2935177-1211061.csv
320,https://drive.google.com/file/d/18Wig978cr_48YZ-CWWpdStfnCvXZcnPh/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\f43f8f314509553f201ab527f5a6cdb1.jpg',2935177-1211061.csv
321,https://drive.google.com/file/d/1yDfrc27if4SlHgjwRGoG1eqbHAZ957az/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\21374c855b6db8f493ab085f0232016d.jpg',2935177-1211061.csv
322,https://drive.google.com/file/d/1ICX6SmHdKRFS_E5msMKRvWC9KChn4Ytz/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\a647d9c53c875ea7e72e764946f0c7c9.jpg',2935177-1211061.csv
323,https://drive.google.com/file/d/15BvSo06V4i2mVE_5WvtjBjb_U2HjAfbB/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\22838bb036286a1eda271c7a099ec43a.jpg',2935177-1211061.csv
324,https://drive.google.com/file/d/1AjJUGaikmqvYxmObUKm_3ETAnsWuhX4f/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\62e48cd5bf92d0d061134320db2b3495.jpg',2935177-1211061.csv
325,https://drive.google.com/file/d/1cHl3J_yqTLbjDSlddIEtzB43ZvDtDmom/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\fe0328682c80c70f529703b8fe78b0a1.jpg',2935177-1211061.csv
326,https://drive.google.com/file/d/11orkXr3fa9C2sgnq1Ttb2YTK4eXKvi--/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\205611bb653ff697b3a285807e7b5879.jpg',2935177-1211061.csv
327,https://drive.google.com/file/d/1nkpTMdTOyucqXX8yewyv3u2wzTcs9TY1/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\7256d5279bdd32cd0d22ae0fa0ba7a0f.jpg',2935177-1211061.csv
328,https://drive.google.com/file/d/14FekpZjlitIsmnF518IwKvynR9gLKEB5/view?usp=drive_link,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\089b614d94c70513250d3ea6dafa2470.jpg',2935177-1211061.csv
329,https://upload.wikimedia.org/wikipedia/commons/d/da/Lavaux_Switzerland.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2937864-1211083.csv
347,https://chiangmai.intercontinental.com/media/pages/blog/lantern-festival-chiang-mai/d010b2b8a8-1721975824/lantern-festiival-shutterstock_1580054416-1-1200x630-crop.jpg,download_failed,HTTP Error 404: Not Found,2937876-1211088.csv
349,https://upload.wikimedia.org/wikipedia/commons/3/32/Eiffel_Tower_at_sunset.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
351,https://upload.wikimedia.org/wikipedia/commons/b/b6/New_York_City_skyline_sunset_World_Trade_Center.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
352,https://upload.wikimedia.org/wikipedia/commons/e/eb/The_Sydney_Opera_House_at_dusk.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
353,https://upload.wikimedia.org/wikipedia/commons/f/f4/TreasuryPetra.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
354,https://upload.wikimedia.org/wikipedia/commons/7/7b/Panoramic_view_of_aurora_over_Iceland.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
355,https://upload.wikimedia.org/wikipedia/commons/b/b6/Milford_Sound_%28New_Zealand%29.JPG,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
356,https://upload.wikimedia.org/wikipedia/commons/8/86/00_1371_New_Zealand_-_Milford_Sound.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
357,https://upload.wikimedia.org/wikipedia/commons/2/22/South_Africa_-_Drakensberg_%2816261357780%29.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
358,https://upload.wikimedia.org/wikipedia/commons/d/d1/Snowy_forest_in_Denali_%28db863b5b-ac90-45bb-90bb-2f600d864b48%29.jpg,download_failed,HTTP Error 429: Too many requests - please contact noc@wikimedia.org to discuss a less disruptive approach (0c640b1),2938442-1211099.csv
365,https://cdn.imgupscaler.ai/datarm/imgupscaler/v4_upscaler/2025-12-03/output/176a3c95-427e-4874-a51e-8b05e17276f0.jpg,download_failed,HTTP Error 404: Not Found,2937423-1211115.csv
369,https://www.britannica.com/topic/Colosseum#/media/1/126613/213168,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\48a0ca72659543520869593102a1a8fe.jpg',2938268-1211223.csv
385,https://images.pexels.com/photos/18602876/pexels-photo-18602876.jpeg?_gl=1*1uw76gn*_ga*NTk0ODM5MjU4LjE3NjQ5NTY5MDU.*_ga_8JE65Q40S6*czE3NjQ5NjE4MTMkbzIkZzEkdDE3NjQ5NjIwNDkkajQ2JGwwJGgw,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\pexels-photo-18602876.jpeg',2938586-1211234.csv
387,https://i.pinimg.com/1200x/34/80/1f/34801fcf2f5a39487154521c4e38d2f2.jpg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\34801fcf2f5a39487154521c4e38d2f2.jpg',2938586-1211234.csv
395,https://www.insightvacations.com/wp-content/uploads/2023/06/jair-garciaferro-oKvTO3WdxKY-unsplash.jpg,download_failed,HTTP Error 404: Not Found,2938054-1211242.csv
409,https://www.adotrip.com/public/images/internationalarea/master_images/62f376ab6888a-Maldives_Attractions.jpg,download_failed,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1018)>,2935408-1211458.csv
416,https://i0.wp.com/www.tommyooi.com/wp-content/uploads/2013/11/Kinkakuji.jpeg?fit=1600%2C1200&ssl=1,download_failed,HTTP Error 404: Not Found,2935408-1211458.csv
442,https://cdn.airalo.com/images/b398d414-9694-4dab-b715-b03d92d63eb2.png,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\b398d414-9694-4dab-b715-b03d92d63eb2.png',2938325-1211968.csv
444,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Male-total.jpg/1280px-Male-total.jpg,download_failed,HTTP Error 429: Use thumbnail steps listed on https://w.wiki/GHai. Please contact noc@wikimedia.org for further information (a765913),2938325-1211968.csv
448,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/United_States_-_California_-_Sequoia_National_Park_-_09.jpg/1280px-United_States_-_California_-_Sequoia_National_Park_-_09.jpg,download_failed,HTTP Error 429: Use thumbnail steps listed on https://w.wiki/GHai. Please contact noc@wikimedia.org for further information (a765913),2938325-1211968.csv
471,https://images.pexels.com/photos/16733045/pexels-photo-16733045.jpeg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\pexels-photo-16733045.jpeg',2936502-1212359.csv
473,https://images.pexels.com/photos/34136122/pexels-photo-34136122.jpeg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\pexels-photo-34136122.jpeg',2936502-1212359.csv
476,https://images.pexels.com/photos/17815287/pexels-photo-17815287.jpeg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\pexels-photo-17815287.jpeg',2936502-1212359.csv
490,https://images.unsplash.com/photo-1569399388591-15a984a90f66?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\04d96866d1c77da2e9d299399305152a.jpg',2938487-ML_3 - Sheet1.csv
496,https://images.pexels.com/photos/11042792/pexels-photo-11042792.jpeg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\pexels-photo-11042792.jpeg',2938487-ML_3 - Sheet1.csv
498,https://images.pexels.com/photos/8869139/pexels-photo-8869139.jpeg,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\pexels-photo-8869139.jpeg',2938487-ML_3 - Sheet1.csv
510,https://www.campervaniceland.com/assets/img/blog/364.png,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\364.png',2937064-1212482.csv
512,https://media.cnn.com/api/v1/images/stellar/prod/190315131613-07-netherlands-happiest-coutries-2018.jpg?q=x_3%2Cy_131%2Ch_1684%2Cw_2993%2Cc_crop%2Fw_1280,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\190315131613-07-netherlands-happiest-coutries-2018.jpg',2937064-1212482.csv
516,https://i0.wp.com/unusualplaces.org/wp-content/uploads/2016/03/amalfi1.jpg,download_failed,HTTP Error 404: Not Found,2937064-1212482.csv
526,https://i0.wp.com/unusualplaces.org/wp-content/uploads/2016/03/amalfi1.jpg,download_failed,HTTP Error 404: Not Found,2938434-1212482.csv
529,https://pin.it/icpyXRAnF,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\a6ea4cb773a86581bb56ad96dda1577d.jpg',2934094-1212564.csv
530,https://pin.it/1V204V9cX,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\1b28b5910604678c510afb6035ff5d5b.jpg',2934094-1212564.csv
531,https://pin.it/34QpT3KNm,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\3057d1685f5fbc4735cc3519bd460b2e.jpg',2934094-1212564.csv
532,https://pin.it/2HINXH3FT,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\cb7304ff969406c8b08fc68d41f758bd.jpg',2934094-1212564.csv
533,https://pin.it/1g33E63M7,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\49a57919b5066d33acd7b2a2b52d45f7.jpg',2934094-1212564.csv
534,https://pin.it/7AAlh87hD,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\aaa822e85b76fdcbd6cdd60c30e03100.jpg',2934094-1212564.csv
535,https://pin.it/4jeoO1SOw,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\f7a8fad2996b916f3bd9468cf594e753.jpg',2934094-1212564.csv
536,https://pin.it/6CoYpn30S,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\aa53a0b3cc69e9f865d094e24286af7e.jpg',2934094-1212564.csv
537,https://pin.it/gcdqk8wfb,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\c17c6652d2363d9a719619481197f5d2.jpg',2934094-1212564.csv
538,https://pin.it/6xbixUWKP,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\ada6289c750b866acd55bd22dc168194.jpg',2934094-1212564.csv
539,https://pin.it/icpyXRAnF,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\a6ea4cb773a86581bb56ad96dda1577d.jpg',2934108-1212564.csv
540,https://pin.it/1V204V9cX,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\1b28b5910604678c510afb6035ff5d5b.jpg',2934108-1212564.csv
541,https://pin.it/34QpT3KNm,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\3057d1685f5fbc4735cc3519bd460b2e.jpg',2934108-1212564.csv
542,https://pin.it/2HINXH3FT,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\cb7304ff969406c8b08fc68d41f758bd.jpg',2934108-1212564.csv
543,https://pin.it/1g33E63M7,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\49a57919b5066d33acd7b2a2b52d45f7.jpg',2934108-1212564.csv
544,https://pin.it/7AAlh87hD,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\aaa822e85b76fdcbd6cdd60c30e03100.jpg',2934108-1212564.csv
545,https://pin.it/4jeoO1SOw,corrupt_or_unreadable,cannot identify image file 'C:\\Users\\hp\\Desktop\\MachineAss3\\data\\raw\\images\\f7a8fad2996b916f3bd9468cf594e753.jpg',2934108-1212564.csv
